Index,Document Name,URL,Date,Department,Author,Original_File_Path,PDF_File_Path,Doc_Number
109,2025년 서울 청년수당 신청자의 건강보험료 부과액 자료 요청,https://opengov.seoul.go.kr/sanction/33027852?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/109_original.hwpx,,청년사업담당관-2648
110,2025년 서울 청년수당 신청자의 대학(원) 재학여부 조회 요청,https://opengov.seoul.go.kr/sanction/33033441?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/110_original.hwpx,,청년사업담당관-2647
111,2025년 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33032513?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/111_original.hwpx,,청년사업담당관-2645
112,2025년 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33032698?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/112_original.hwpx,,청년사업담당관-2644
113,2025 서울시 청년수당 모집 홍보 협조 요청,https://opengov.seoul.go.kr/sanction/32957586?from=policy&tid=32175351,2025-03-04,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/113_original.hwpx,,청년사업담당관-2198
114,2025년 서울 청년수당 사업 공고에 따른 120다산콜재단 업무 협조  요청,https://opengov.seoul.go.kr/sanction/32930620?from=policy&tid=32175351,2025-02-28,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/114_original.hwpx,,청년사업담당관-2106
115,2025년 서울 청년수당 참여자 모집 관련 홍보물 제작비 지급,https://opengov.seoul.go.kr/sanction/32893721?from=policy&tid=32175351,2025-02-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/115_original.hwpx,,청년사업담당관-1863
116,SETEC 임대료 감면 협조 요청,https://opengov.seoul.go.kr/sanction/32895792?from=policy&tid=32175351,2025-02-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/116_original.hwpx,,청년사업담당관-1826
117,SETEC 대관 신청서(서울특별시 미래청년기획관),https://opengov.seoul.go.kr/sanction/32875007?from=policy&tid=32175351,2025-02-20,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/117_original.hwpx,,청년사업담당관-1743
118,[민원 협조답변] 서울시 거주 청년 일자리 및 지원대책 관련 문의,https://opengov.seoul.go.kr/sanction/32865955?from=policy&tid=32175351,2025-02-18,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/118_original.hwpx,,청년사업담당관-1647
119,서울광장 사용신고서 제출,https://opengov.seoul.go.kr/sanction/32852447?from=policy&tid=32175351,2025-02-18,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/119_original.hwpx,,청년사업담당관-1633
120,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 계약 의뢰-용역 계약 협상서,https://opengov.seoul.go.kr/sanction/32861609?from=policy&tid=32175351,2025-02-18,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/120_original.hwpx,,청년사업담당관-1594
121,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 우선협상대상자 선정 통보 및 계약 의뢰,https://opengov.seoul.go.kr/sanction/32848149?from=policy&tid=32175351,2025-02-14,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/121_original.hwpx,,청년사업담당관-1504
122,'25 청년수당 서류검증단 및 전담 콜센터 운영 용역 제안서평가회 심사 수당 지급,https://opengov.seoul.go.kr/sanction/32841435?from=policy&tid=32175351,2025-02-14,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/122_original.hwpx,,청년사업담당관-1503
123,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」제안서평가위원회 개최 결과 보고,https://opengov.seoul.go.kr/sanction/32863962?from=policy&tid=32175351,2025-02-13,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/123_original.hwpx,,청년사업담당관-1485
124,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32841205?from=policy&tid=32175351,2025-02-11,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/124_original.hwpx,,청년사업담당관-1345
125,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32839967?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/125_original.hwpx,,청년사업담당관-1241
126,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32839873?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/126_original.hwpx,,청년사업담당관-1239
127,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32839977?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/127_original.hwpx,,청년사업담당관-1238
128,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32840021?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/128_original.hwpx,,청년사업담당관-1237
129,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32840047?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/129_original.hwpx,,청년사업담당관-1236
130,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32840087?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/130_original.hwpx,,청년사업담당관-1235
131,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 제안서 평가 위원회 참석 요청,https://opengov.seoul.go.kr/sanction/32840114?from=policy&tid=32175351,2025-02-10,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/131_original.hwpx,,청년사업담당관-1234
132,『2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역』 제안서평가위원회 구성 및 운영계획,https://opengov.seoul.go.kr/sanction/32802583?from=policy&tid=32175351,2025-02-07,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/132_original.hwpx,,청년사업담당관-1217
133,지하철 등 영상매체 무료 표출 심의 요청,https://opengov.seoul.go.kr/sanction/32775544?from=policy&tid=32175351,2025-02-06,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/133_original.hwpx,,청년사업담당관-1203
134,제안서 평가위원 예비명부 확정(2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역),https://opengov.seoul.go.kr/sanction/32778217?from=policy&tid=32175351,2025-02-05,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/134_original.hwpx,,청년사업담당관-1141
135,"시의원 요구자료 제출(요구번호 103번, 박강산의원, 행정자치위원회)",https://opengov.seoul.go.kr/sanction/32747450?from=policy&tid=32175351,2025-02-03,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/135_original.hwpx,,청년사업담당관-1063
136,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 사전 규격 공개 결과 보고,https://opengov.seoul.go.kr/sanction/32734655?from=policy&tid=32175351,2025-01-24,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/136_original.hwpx,,청년사업담당관-917
137,입찰공고(긴급) 의뢰_2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역,https://opengov.seoul.go.kr/sanction/32732565?from=policy&tid=32175351,2025-01-24,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/137_original.hwpx,,청년사업담당관-916
138,[회신] '24년 청년월세지원 4차 지급심사 중복조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/32712919?from=policy&tid=32175351,2025-01-23,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/138_original.hwpx,,청년사업담당관-876
139,2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역 지출 품의,https://opengov.seoul.go.kr/sanction/32722134?from=policy&tid=32175351,2025-01-23,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/139_original.hwpx,,청년사업담당관-851
140,지하철 등 영상매체 무료 표출 심의 요청,https://opengov.seoul.go.kr/sanction/32703303?from=policy&tid=32175351,2025-01-22,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/140_original.hwpx,,청년사업담당관-808
141,「2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역」 사전 규격 공개 계획,https://opengov.seoul.go.kr/sanction/32692548?from=policy&tid=32175351,2025-01-20,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/141_original.hwpx,,청년사업담당관-707
142,2025년도 서울 청년수당 대상자 선정을 위한 건강보험료 소득판정 기준표 요청,https://opengov.seoul.go.kr/sanction/32662870?from=policy&tid=32175351,2025-01-16,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/142_original.hwpx,,청년사업담당관-572
143,2025년 서울 청년수당 사업 운영계획,https://opengov.seoul.go.kr/sanction/32665684?from=policy&tid=32175351,2025-01-16,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/143_original.hwpx,,청년사업담당관-566
144,원가심사 의뢰(2025년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역),https://opengov.seoul.go.kr/sanction/32651327?from=policy&tid=32175351,2025-01-14,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/144_original.hwpx,,청년사업담당관-510
145,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/32551087?from=policy&tid=32175351,2024-12-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/145_original.hwpx,,청년사업담당관-6340
146,’24년 청년수당 TF 운영결과 및 ’25년 청년수당 개선계획 보고,https://opengov.seoul.go.kr/sanction/32558486?from=policy&tid=32175351,2024-12-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/146_original.hwpx,,청년사업담당관-6308
147,준공검사(감독)조서(청년수당 서류검증단 및 콜센터 운영 용역),https://opengov.seoul.go.kr/sanction/32460090?from=policy&tid=32175351,2024-12-18,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/147_original.hwpx,,청년사업담당관-5867
148,2024년 서울 청년수당 12월분 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/32454648?from=policy&tid=32175351,2024-12-17,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/148_original.hwpx,,청년사업담당관-5838
149,[회신] 영등포구 미취업청년 자격증 응시료 지원사업 유사사업 중복지원 여부 조회 요청(12월1차),https://opengov.seoul.go.kr/sanction/32449764?from=policy&tid=32175351,2024-12-17,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/149_original.hwpx,,청년사업담당관-5837
150,2024년 12월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/32409779?from=policy&tid=32175351,2024-12-11,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/150_original.hwpx,,청년사업담당관-5617
151,2024년 12월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/32407675?from=policy&tid=32175351,2024-12-11,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/151_original.hwpx,,청년사업담당관-5616
152,2024년 서울 청년수당 11월분 추가 지급,https://opengov.seoul.go.kr/sanction/32349832?from=policy&tid=32175351,2024-12-04,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/152_original.hwpx,,청년사업담당관-5398
153,[회신] 2024년 마포구 청년 취업 준비 비용 지원사업 신청자 중복지원 여부 조회 요청(11월),https://opengov.seoul.go.kr/sanction/32341272?from=policy&tid=32175351,2024-12-03,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/153_original.hwpx,,청년사업담당관-5349
154,[회신] 영등포구 미취업청년 자격증 응시료 지원사업 유사사업 중복지원 여부 조회 요청(11월1차),https://opengov.seoul.go.kr/sanction/32277733?from=policy&tid=32175351,2024-11-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/154_original.hwpx,,청년사업담당관-5142
155,[회신] 「으뜸관악 청년통장」만기예정자 유사사업 중복수혜 여부 조회 요청,https://opengov.seoul.go.kr/sanction/32283972?from=policy&tid=32175351,2024-11-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/155_original.hwpx,,청년사업담당관-5141
156,[회신] '24년 청년월세지원 3차 지급심사 중복조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/32283931?from=policy&tid=32175351,2024-11-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/156_original.hwpx,,청년사업담당관-5138
157,2024년 서울 청년수당 11월분 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/32267728?from=policy&tid=32175351,2024-11-25,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/157_original.hwpx,,청년사업담당관-5055
158,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/32257756?from=policy&tid=32175351,2024-11-22,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),,,청년사업담당관-5048
159,사회보장제도 변경 협의요청서 제출(서울특별시 본청 청년사업담당관)_긴급사유소명서 추가제출,https://opengov.seoul.go.kr/sanction/32217113?from=policy&tid=32175351,2024-11-18,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/159_original.hwpx,,청년사업담당관-4849
160,[시스템 연계] 사회보장제도 변경 협의요청서 제출(서울특별시 본청 청년사업담당관),https://opengov.seoul.go.kr/sanction/32203273?from=policy&tid=32175351,2024-11-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/160_original.hwpx,,청년사업담당관-4751
161,2024년 11월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/32192100?from=policy&tid=32175351,2024-11-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/161_original.hwpx,,청년사업담당관-4697
162,2024년 11월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/32192083?from=policy&tid=32175351,2024-11-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/162_original.hwpx,,청년사업담당관-4696
163,[회신] 2024년 「으뜸관악 청년통장」 신청자 유사사업 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/32193029?from=policy&tid=32175351,2024-11-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/163_original.hwpx,,청년사업담당관-4695
164,"시의원 요구자료 제출(요구번호 2610번, 서상열의원, 도시계획균형위원회)",https://opengov.seoul.go.kr/sanction/32122186?from=policy&tid=32175351,2024-11-04,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/164_original.hwpx,,청년사업담당관-4351
165,공적조서 제출,https://opengov.seoul.go.kr/sanction/32096568?from=policy&tid=32175351,2024-10-31,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),,,청년사업담당관-4255
166,2024년 서울 청년수당 10월 지급분 반납품의(1건),https://opengov.seoul.go.kr/sanction/32083995?from=policy&tid=32175351,2024-10-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/166_original.hwpx,,청년사업담당관-4223
167,[회신] 2024년 9월 개인정보처리시스템 특이 접속기록 확인 요청,https://opengov.seoul.go.kr/sanction/32081671?from=policy&tid=32175351,2024-10-30,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),,,청년사업담당관-4219
168,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/32063680?from=policy&tid=32175351,2024-10-28,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/168_original.hwpx,,청년사업담당관-4130
169,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/32061657?from=policy&tid=32175351,2024-10-28,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/169_original.hwpx,,청년사업담당관-4122
170,2024년 서울 청년수당 10월분 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/32028217?from=policy&tid=32175351,2024-10-22,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/170_original.hwpx,,청년사업담당관-3974
171,정보공개 결정 통지서 (13173982),https://opengov.seoul.go.kr/sanction/32023751?from=policy&tid=32175351,2024-10-22,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/171_original.hwpx,,청년사업담당관-3951
172,[회신] 의정모니터(2024. 7월) 우수의견 검토 결과 제출 요청,https://opengov.seoul.go.kr/sanction/32009538?from=policy&tid=32175351,2024-10-21,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/172_original.hwpx,,청년사업담당관-3894
173,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/31961023?from=policy&tid=32175351,2024-10-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/173_original.hwpx,,청년사업담당관-3699
174,2024년 10월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/31963734?from=policy&tid=32175351,2024-10-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/174_original.hwpx,,청년사업담당관-3685
175,2024년 10월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/31961818?from=policy&tid=32175351,2024-10-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/175_original.hwpx,,청년사업담당관-3684
176,2024년 서울 청년수당 9월분 추가 지급,https://opengov.seoul.go.kr/sanction/31941396?from=policy&tid=32175351,2024-10-10,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/176_original.hwpx,,청년사업담당관-3620
177,2024년 서울 청년수당 2차 모집 선정 결과,https://opengov.seoul.go.kr/sanction/31898838?from=policy&tid=32175351,2024-10-04,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/177_original.hwpx,,청년사업담당관-3407
178,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/31850318?from=policy&tid=32175351,2024-09-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/178_original.hwpx,,청년사업담당관-3160
179,2024년 서울 청년수당 9월분 추가 지급,https://opengov.seoul.go.kr/sanction/31839514?from=policy&tid=32175351,2024-09-25,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/179_original.hwpx,,청년사업담당관-3131
180,[회신] '24년 청년월세지원 2차 지급심사 중복조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/31843780?from=policy&tid=32175351,2024-09-25,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/180_original.hwpx,,청년사업담당관-3129
181,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/31832828?from=policy&tid=32175351,2024-09-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/181_original.hwpx,,청년사업담당관-3071
182,[회신] 서울시 '23년(2기) 청년월세지원 중복 조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/31837220?from=policy&tid=32175351,2024-09-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/182_original.hwpx,,청년사업담당관-3061
183,2024년 서울 청년수당 9월분 지급(1차 참여자),https://opengov.seoul.go.kr/sanction/31834828?from=policy&tid=32175351,2024-09-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/183_original.hwpx,,청년사업담당관-3052
184,2024년 서울 청년수당 9월분 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/31833130?from=policy&tid=32175351,2024-09-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/184_original.hwpx,,청년사업담당관-3051
185,2024년 9월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/31781242?from=policy&tid=32175351,2024-09-12,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/185_original.hwpx,,청년사업담당관-2780
186,2024년 9월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/31784730?from=policy&tid=32175351,2024-09-12,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/186_original.hwpx,,청년사업담당관-2779
187,"국회의원 요구자료 제출(요구번호 2131번, 이성권 의원, 행정안전위원회)",https://opengov.seoul.go.kr/sanction/31771659?from=policy&tid=32175351,2024-09-11,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/187_original.hwpx,,청년사업담당관-2723
188,2024년 서울 청년수당 7월분 추가 지급,https://opengov.seoul.go.kr/sanction/31763712?from=policy&tid=32175351,2024-09-10,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/188_original.hwpx,,청년사업담당관-2641
189,2024년 서울 청년수당 8월분 추가 지급,https://opengov.seoul.go.kr/sanction/31758237?from=policy&tid=32175351,2024-09-10,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/189_original.hwpx,,청년사업담당관-2639
190,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청-수정-,https://opengov.seoul.go.kr/sanction/31747576?from=policy&tid=32175351,2024-09-09,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/190_original.hwpx,,청년사업담당관-2601
191,2024년 서울 청년수당 8월분 추가 지급(1차 참여자)(수정),https://opengov.seoul.go.kr/sanction/31729626?from=policy&tid=32175351,2024-09-05,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/191_original.hwpx,,청년사업담당관-2467
192,2024년 서울 청년수당 8월분 추가 지급(1차 참여자),https://opengov.seoul.go.kr/sanction/31717311?from=policy&tid=32175351,2024-09-04,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/192_original.hwpx,,청년사업담당관-2434
193,[회신] 2024년 마포구 청년 취업 준비 비용 지원사업 신청자 중복지원 여부 조회 요청(8월),https://opengov.seoul.go.kr/sanction/31693120?from=policy&tid=32175351,2024-09-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/193_original.hwpx,,청년사업담당관-2358
194,[회신] 안심소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/31700062?from=policy&tid=32175351,2024-09-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/194_original.hwpx,,청년사업담당관-2357
195,2024년 서울 청년수당 8월 지급분 반납품의(1건),https://opengov.seoul.go.kr/sanction/31698696?from=policy&tid=32175351,2024-09-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/195_original.hwpx,,청년사업담당관-2302
196,날인본 재송부(서울 청년수당 예금주 불일치 건 지급처리 요청),https://opengov.seoul.go.kr/sanction/31679624?from=policy&tid=32175351,2024-08-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/196_original.hwpx,,청년사업담당관-2299
197,서울 청년수당 예금주 불일치 건 지급처리 요청,https://opengov.seoul.go.kr/sanction/31685959?from=policy&tid=32175351,2024-08-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/197_original.hwpx,,청년사업담당관-2280
198,2024년 서울 청년수당 8월분 추가 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/31684158?from=policy&tid=32175351,2024-08-30,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/198_original.hwpx,,청년사업담당관-2247
199,[회신] 영등포구 미취업청년 자격증 응시료 지원사업 유사사업 중복지원 여부 조회 요청,https://opengov.seoul.go.kr/sanction/31663326?from=policy&tid=32175351,2024-08-28,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/199_original.hwpx,,청년사업담당관-2165
200,2024년 서울 청년수당 8월분 지급(1차 참여자),https://opengov.seoul.go.kr/sanction/31641635?from=policy&tid=32175351,2024-08-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/200_original.hwpx,,청년사업담당관-2094
201,2024년 서울 청년수당 8월분 지급(2차 참여자),https://opengov.seoul.go.kr/sanction/31641649?from=policy&tid=32175351,2024-08-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/201_original.hwpx,,청년사업담당관-2093
202,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/31610686?from=policy&tid=32175351,2024-08-20,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/202_original.hwpx,,청년사업담당관-1907
203,유해사이트 차단 예외 신청,https://opengov.seoul.go.kr/sanction/31605725?from=policy&tid=32175351,2024-08-19,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/203_original.hwpx,,청년사업담당관-1874
204,2024년 8월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/31583044?from=policy&tid=32175351,2024-08-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/204_original.hwpx,,청년사업담당관-1732
205,2024년 8월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/31586180?from=policy&tid=32175351,2024-08-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/205_original.hwpx,,청년사업담당관-1731
206,[회신] 용산구 청년 국가자격증 및 어학시험 응시료 지원사업 중복지원 여부 조회 요청(2024. 8.),https://opengov.seoul.go.kr/sanction/31572535?from=policy&tid=32175351,2024-08-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/206_original.hwpx,,청년사업담당관-1682
207,중구구민회관 대관 협조 요청,https://opengov.seoul.go.kr/sanction/31567326?from=policy&tid=32175351,2024-08-12,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/207_original.hwpx,,청년사업담당관-1648
208,[회신] 국민내일배움카드 훈련생의 서울시 청년수당 사업 참여기간 확인 요청,https://opengov.seoul.go.kr/sanction/31541226?from=policy&tid=32175351,2024-08-07,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),,,청년사업담당관-1479
209,[회신] 안심소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/31525199?from=policy&tid=32175351,2024-08-06,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/209_original.hwpx,,청년사업담당관-1425
210,[회신] 2024년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/31531431?from=policy&tid=32175351,2024-08-06,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/210_original.hwpx,,청년사업담당관-1424
211,[회신] 2024년 마포구 청년 취업 준비 비용 지원사업 신청자 중복지원 여부 조회 요청(7월),https://opengov.seoul.go.kr/sanction/31518325?from=policy&tid=32175351,2024-08-05,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/211_original.hwpx,,청년사업담당관-1376
